Ti-200-24hre-1 (1st measurement),,Ti-200-24hre-1 (2nd measurement),,Ti-200-24hre-2 (1st measurement),
s,V,s,V,s,V
515,-0.001734495,515,-0.144236684,515,-0.045234919
516,-0.001734495,516,-0.145174205,516,-0.045234919
517,-0.001734495,517,-0.145736575,517,-0.045234919
518,-0.001828194,518,-0.146580398,518,-0.045234919
519,-0.001828194,519,-0.147142947,519,-0.045234919
520,-0.001828194,520,-0.147799194,520,-0.045234919
521,-0.001828194,521,-0.148642838,521,-0.045234919
522,-0.001921892,522,-0.14901799,522,-0.045234919
523,-0.001921892,523,-0.149955511,523,-0.045234919
524,-0.002015591,524,-0.150236785,524,-0.045234919
525,-0.002015591,525,-0.150893033,525,-0.04514122
526,-0.002015591,526,-0.15154928,526,-0.04514122
527,-0.002109289,527,-0.151830554,527,-0.04514122
528,-0.002015591,528,-0.1525805,528,-0.04514122
529,-0.001921892,529,-0.153143048,529,-0.04514122
530,-0.001921892,530,-0.153424323,530,-0.04514122
531,-0.001921892,531,-0.154174268,531,-0.04514122
532,-0.001828194,532,-0.15464294,532,-0.04514122
533,-0.001828194,533,-0.154924214,533,-0.04514122
534,-0.001734495,534,-0.155580461,534,-0.04514122
535,-0.001734495,535,-0.15614301,535,-0.04514122
536,-0.001640797,536,-0.156330585,536,-0.04514122
537,-0.001640797,537,-0.156799257,537,-0.045047522
538,-0.001640797,538,-0.157455504,538,-0.045047522
539,-0.001640797,539,-0.15764308,539,-0.045047522
540,-0.001640797,540,-0.157924354,540,-0.045047522
541,-0.001547098,541,-0.158580601,541,-0.044953823
542,-0.001547098,542,-0.159049273,542,-0.044860125
543,-0.001547098,543,-0.159236848,543,-0.044860125
544,-0.001547098,544,-0.159518123,544,-0.044860125
545,-0.001547098,545,-0.160080671,545,-0.044860125
546,-0.001547098,546,-0.160549343,546,-0.044766426
547,-0.001547098,547,-0.160736918,547,-0.044672728
548,-0.001547098,548,-0.160924315,548,-0.044672728
549,-0.001453042,549,-0.161393166,549,-0.044578671
550,-0.001453042,550,-0.161861837,550,-0.044484973
551,0.154830337,551,-0.031641126,551,0.097642064
552,0.154924393,552,-0.032016277,552,0.098954558
553,0.154924393,553,-0.033703566,553,0.099985957
554,0.154830337,554,-0.035203815,554,0.100360751
555,0.155018091,555,-0.036703706,555,0.100548506
556,0.155018091,556,-0.038297653,556,0.101204753
557,0.154924393,557,-0.039703846,557,0.101579547
558,0.154830337,558,-0.041203737,558,0.101767302
559,0.154830337,559,-0.042422533,559,0.101861
560,0.154830337,560,-0.043828726,560,0.101954699
561,0.154736638,561,-0.045234919,561,0.102048397
562,0.154736638,562,-0.046547771,562,0.102329493
563,0.154736638,563,-0.047860265,563,0.102610946
564,0.15464294,564,-0.048891306,564,0.102798343
565,0.154549241,565,-0.049922705,565,0.103079796
566,0.154455543,566,-0.0511415,566,0.103173494
567,0.154361844,567,-0.052453995,567,0.103267193
568,0.154361844,568,-0.053485394,568,0.103267193
569,0.154267788,569,-0.054422736,569,0.103267193
570,0.154267788,570,-0.055641532,570,0.103360891
571,0.154174089,571,-0.056766629,571,0.103360891
572,0.154174089,572,-0.057516575,572,0.103360891
573,0.154080391,573,-0.058641672,573,0.10345459
574,0.154080391,574,-0.059579015,574,0.10345459
575,0.154080391,575,-0.06032896,575,0.103548288
576,0.153986692,576,-0.061454058,576,0.103548288
577,0.153986692,577,-0.062016606,577,0.103642344
578,0.153892994,578,-0.063141704,578,0.103736043
579,0.153799295,579,-0.063797951,579,0.10392344
580,0.153799295,580,-0.064735293,580,0.10392344
581,0.153705597,581,-0.065579295,581,0.104110837
582,0.153611541,582,-0.066235542,582,0.104204535
583,0.153517842,583,-0.067266583,583,0.104298592
584,0.153517842,584,-0.067829132,584,0.10439229
585,0.153424144,585,-0.068860531,585,0.104485989
586,0.153330445,586,-0.069329381,586,0.104485989
587,0.153330445,587,-0.070360422,587,0.104579687
588,0.153236747,588,-0.070922971,588,0.104673386
589,0.153143048,589,-0.071860671,589,0.104673386
590,0.153143048,590,-0.072235465,590,0.104673386
591,0.15304935,591,-0.073079288,591,0.104767084
592,0.15304935,592,-0.073641837,592,0.104767084
593,0.152955294,593,-0.074204206,593,0.104767084
594,0.152955294,594,-0.075048029,594,0.104767084
595,0.152955294,595,-0.075423002,595,0.104767084
596,0.152861595,596,-0.076360524,596,0.104767084
597,0.152861595,597,-0.076735497,597,0.104860783
598,0.152767897,598,-0.077391922,598,0.104860783
599,0.152767897,599,-0.078141868,599,0.104860783
600,0.152767897,600,-0.078423142,600,0.104860783
601,-0.001171947,601,-0.237050593,601,-0.061829209
602,-0.001265645,602,-0.236488044,602,-0.061829209
603,-0.001359344,603,-0.235644221,603,-0.061735511
604,-0.001453042,604,-0.234800577,604,-0.061735511
605,-0.001453042,605,-0.234050453,605,-0.061735511
606,-0.001547098,606,-0.232925534,606,-0.061641455
607,-0.001547098,607,-0.232269287,607,-0.061641455
608,-0.001547098,608,-0.231237888,608,-0.061547756
609,-0.001547098,609,-0.230394244,609,-0.061454058
610,-0.001547098,610,-0.22964412,610,-0.061266661
611,-0.001547098,611,-0.2286129,611,-0.060985208
612,-0.001453042,612,-0.228050351,612,-0.060704112
613,-0.001453042,613,-0.226925433,613,-0.060516715
614,-0.001453042,614,-0.226456583,614,-0.06032896
615,-0.001359344,615,-0.225519061,615,-0.060235262
616,-0.001359344,616,-0.22505039,616,-0.060235262
617,-0.001265645,617,-0.224112868,617,-0.060141563
618,-0.001171947,618,-0.223737895,618,-0.060141563
619,-0.001078248,619,-0.222894073,619,-0.060047865
620,-0.00098455,620,-0.222237825,620,-0.059954166
621,-0.000890493,621,-0.221768975,621,-0.059672713
622,-0.000796795,622,-0.220925331,622,-0.059485316
623,-0.000703096,623,-0.220644057,623,-0.059204221
624,-0.000703096,624,-0.220081508,624,-0.059016466
625,-0.000703096,625,-0.219331563,625,-0.058829069
626,-0.000703096,626,-0.219050288,626,-0.058735371
627,-0.000609398,627,-0.218300164,627,-0.058735371
628,-0.000609398,628,-0.217737794,628,-0.058641672
629,-0.000609398,629,-0.217550218,629,-0.058641672
630,-0.000515699,630,-0.216800272,630,-0.058547974
631,-0.000515699,631,-0.216237724,631,-0.058547974
632,-0.000515699,632,-0.216050148,632,-0.058453918
633,-0.000515699,633,-0.215487778,633,-0.058266521
634,-0.000515699,634,-0.214831352,634,-0.058079123
635,-0.000515699,635,-0.214643955,635,-0.057891369
636,-0.000422001,636,-0.214175105,636,-0.057703972
637,-0.000422001,637,-0.213518858,637,-0.057516575
638,-0.000422001,638,-0.213237584,638,-0.057329178
639,-0.000328302,639,-0.212956488,639,-0.057235122
640,-0.000328302,640,-0.212393939,640,-0.057235122
641,-0.000328302,641,-0.211831391,641,-0.057141423
642,-0.000328302,642,-0.211643815,642,-0.057141423
643,-0.000328302,643,-0.21136272,643,-0.057141423
644,-0.000328302,644,-0.210800171,644,-0.057047725
645,-0.000328302,645,-0.210331321,645,-0.056954026
646,-0.000328302,646,-0.210143924,646,-0.056860328
647,-0.000328302,647,-0.209956348,647,-0.056766629
648,-0.000328302,648,-0.209487677,648,-0.056578875
649,-0.000328302,649,-0.209018826,649,-0.056391478
650,-0.000328302,650,-0.208737552,650,-0.056204081
651,-0.11911118,651,-0.208643854,651,-0.19411236
652,-0.118923783,652,-0.312051594,652,-0.19411236
653,-0.118736207,653,-0.310270429,653,-0.193831086
654,-0.118642509,654,-0.30867666,654,-0.193643689
655,-0.118642509,655,-0.306895316,655,-0.193268538
656,-0.118548632,656,-0.305207849,656,-0.192424893
657,-0.118454933,657,-0.303520381,657,-0.192143619
658,-0.118267536,658,-0.301926434,658,-0.191487372
659,-0.11807996,659,-0.300332665,659,-0.190737247
660,-0.117892385,660,-0.298738897,660,-0.190456152
661,-0.117704988,661,-0.297239006,661,-0.189612329
662,-0.117611289,662,-0.295738935,662,-0.189143479
663,-0.117611289,663,-0.294332743,663,-0.188862205
664,-0.117517412,664,-0.292926371,664,-0.187924862
665,-0.117423713,665,-0.291613877,665,-0.187643588
666,-0.117330015,666,-0.29048878,666,-0.187362313
667,-0.117236137,667,-0.289270163,667,-0.186612189
668,-0.117142439,668,-0.288051367,668,-0.186237216
669,-0.117142439,669,-0.286644995,669,-0.185955942
670,-0.117142439,670,-0.285332501,670,-0.185299695
671,-0.117142439,671,-0.284301281,671,-0.184737146
672,-0.117142439,672,-0.28336376,672,-0.184643447
673,-0.11704874,673,-0.282144964,673,-0.184268475
674,-0.11704874,674,-0.280832469,674,-0.183612227
675,-0.117142439,675,-0.279894948,675,-0.183237255
676,-0.117142439,676,-0.279051125,676,-0.183143377
677,-0.11704874,677,-0.277738631,677,-0.182674706
678,-0.11704874,678,-0.276894808,678,-0.182018459
679,-0.11704874,679,-0.276051164,679,-0.181737185
680,-0.11704874,680,-0.274832368,680,-0.181643486
681,-0.116954863,681,-0.274176121,681,-0.181362212
682,-0.116954863,682,-0.273144901,682,-0.180705965
683,-0.11704874,683,-0.272113502,683,-0.180330992
684,-0.11704874,684,-0.271551132,684,-0.180143416
685,-0.11704874,685,-0.270426035,685,-0.180049717
686,-0.11704874,686,-0.269863486,686,-0.179674566
687,-0.11704874,687,-0.268832266,687,-0.179112196
688,-0.11704874,688,-0.268363595,688,-0.178737223
689,-0.11704874,689,-0.267238498,689,-0.178643346
690,-0.11704874,690,-0.266769648,690,-0.178549647
691,-0.117142439,691,-0.265738428,691,-0.178174675
692,-0.117142439,692,-0.265457153,692,-0.177705824
693,-0.117142439,693,-0.264332235,693,-0.177330852
694,-0.117142439,694,-0.263863385,694,-0.177143276
695,-0.117142439,695,-0.262832165,695,-0.177143276
696,-0.117236137,696,-0.262457192,696,-0.17686218
697,-0.117236137,697,-0.261613369,697,-0.17639333
698,-0.117236137,698,-0.261144698,698,-0.175924659
699,-0.117236137,699,-0.260300875,699,-0.175737083
700,-0.117330015,700,-0.259644628,700,-0.175643384
701,0.002671838,701,-0.151455402,701,-0.037266254
702,0.002578139,702,-0.152017951,702,-0.037359953
703,0.002484441,703,-0.153143048,703,-0.03754735
704,0.002390742,704,-0.153799295,704,-0.037641406
705,0.002297044,705,-0.15464294,705,-0.037641406
706,0.002202988,706,-0.155299366,706,-0.037641406
707,0.002109289,707,-0.15614301,707,-0.037735105
708,0.001921892,708,-0.156705558,708,-0.037735105
709,0.001921892,709,-0.157549381,709,-0.037735105
710,0.001828194,710,-0.158018053,710,-0.037922502
711,0.001734495,711,-0.158955574,711,-0.038109899
712,0.001640797,712,-0.159236848,712,-0.038203597
713,0.001640797,713,-0.159986794,713,-0.038391352
714,0.001546741,714,-0.160643041,714,-0.038672447
715,0.001546741,715,-0.160924315,715,-0.038859844
716,0.001453042,716,-0.161768138,716,-0.0389539
717,0.001453042,717,-0.16223681,717,-0.039047599
718,0.001453042,718,-0.162611961,718,-0.039047599
719,0.001453042,719,-0.163361907,719,-0.039141297
720,0.001359344,720,-0.163643181,720,-0.039141297
721,0.001359344,721,-0.164018154,721,-0.039141297
722,0.001359344,722,-0.1647681,722,-0.039234996
723,0.001265645,723,-0.165143251,723,-0.039234996
724,0.001171947,724,-0.165424347,724,-0.039234996
725,0.001078248,725,-0.165986896,725,-0.039234996
726,0.000984192,726,-0.166549444,726,-0.039234996
727,0.000796795,727,-0.16673702,727,-0.039328694
728,0.000796795,728,-0.167111993,728,-0.039328694
729,0.000703096,729,-0.16776824,729,-0.039422393
730,0.000515699,730,-0.168143213,730,-0.039516091
731,0.000422001,731,-0.168236911,731,-0.039610147
732,0.000234246,732,-0.168705761,732,-0.039703846
733,0.000140548,733,-0.169455707,733,-0.039797544
734,0.000140548,734,-0.169643283,734,-0.039891243
735,0.000140548,735,-0.16983068,735,-0.039891243
736,4.68493E-05,736,-0.170111954,736,-0.039984941
737,0.000140548,737,-0.170674503,737,-0.04007864
738,4.68493E-05,738,-0.171049476,738,-0.040172338
739,4.68493E-05,739,-0.171237051,739,-0.040266395
740,4.68493E-05,740,-0.17133075,740,-0.040266395
741,4.68493E-05,741,-0.1717996,741,-0.040360093
742,4.68493E-05,742,-0.172268271,742,-0.040360093
743,-4.68493E-05,743,-0.172549546,743,-0.040453792
744,-4.68493E-05,744,-0.172737122,744,-0.040453792
745,-4.68493E-05,745,-0.17283082,745,-0.04054749
746,-4.68493E-05,746,-0.173112094,746,-0.04054749
747,-0.000140548,747,-0.173674643,747,-0.04054749
748,-0.000140548,748,-0.173955739,748,-0.04054749
749,-0.000140548,749,-0.174143314,749,-0.04054749
750,-0.000140548,750,-0.174237013,750,-0.04054749
751,0.145361423,751,-0.047204018,751,0.103360891
752,0.14545548,752,-0.047391415,752,0.104767084
753,0.145642877,753,-0.048047662,753,0.104954839
754,0.145923972,754,-0.04861021,754,0.105611086
755,0.146111727,755,-0.049735308,755,0.106079578
756,0.146205425,756,-0.050954103,756,0.106267333
757,0.146299124,757,-0.051985145,757,0.106361032
758,0.146299124,758,-0.052922845,758,0.106361032
759,0.146392822,759,-0.054235339,759,0.10645473
760,0.146299124,760,-0.055547833,760,0.106548429
761,0.146205425,761,-0.056766629,761,0.106642127
762,0.145830274,762,-0.057891369,762,0.106735826
763,0.145642877,763,-0.059016466,763,0.10692358
764,0.145549178,764,-0.060235262,764,0.107017279
765,0.14545548,765,-0.061547756,765,0.107110977
766,0.14545548,766,-0.062766552,766,0.107204676
767,0.14545548,767,-0.063704252,767,0.107298374
768,0.14545548,768,-0.064828992,768,0.107298374
769,0.14545548,769,-0.066047788,769,0.107392073
770,0.145361423,770,-0.067172885,770,0.107392073
771,0.145361423,771,-0.067922831,771,0.107392073
772,0.145361423,772,-0.069141626,772,0.107486129
773,0.145361423,773,-0.069985628,773,0.107486129
774,0.145267725,774,-0.070829272,774,0.107486129
775,0.145267725,775,-0.07195437,775,0.107486129
776,0.145267725,776,-0.072704315,776,0.107486129
777,0.145174026,777,-0.073641837,777,0.107486129
778,0.145174026,778,-0.074579358,778,0.107486129
779,0.145080328,779,-0.075235605,779,0.107579827
780,0.145080328,780,-0.076266825,780,0.107579827
781,0.144892931,781,-0.076829374,781,0.107579827
782,0.144424081,782,-0.077860594,782,0.107579827
783,0.144330382,783,-0.078423142,783,0.107579827
784,0.144236684,784,-0.079454362,784,0.107579827
785,0.144142628,785,-0.079923213,785,0.107579827
786,0.144142628,786,-0.080954432,786,0.107579827
787,0.144048929,787,-0.081423104,787,0.107579827
788,0.144048929,788,-0.082360625,788,0.107579827
789,0.143955231,789,-0.082829475,789,0.107579827
790,0.143955231,790,-0.083766997,790,0.107579827
791,0.143861532,791,-0.084235668,791,0.107579827
792,0.143861532,792,-0.084985614,792,0.107579827
793,0.143861532,793,-0.08564204,793,0.107579827
794,0.143767834,794,-0.08620441,794,0.107579827
795,0.143767834,795,-0.087048233,795,0.107579827
796,0.143674135,796,-0.087329507,796,0.107579827
797,0.143674135,797,-0.08817333,797,0.107579827
798,0.143674135,798,-0.088642001,798,0.107579827
799,0.143580437,799,-0.089110851,799,0.107579827
800,0.143580437,800,-0.089954495,800,0.107579827
801,-0.00098455,801,-0.09023577,801,-0.064360499
802,-0.001547098,802,-0.240425527,802,-0.064547896
803,-0.001921892,803,-0.240144253,803,-0.064547896
804,-0.002203345,804,-0.239581883,804,-0.064547896
805,-0.002484441,805,-0.23873806,805,-0.064547896
806,-0.002578139,806,-0.238363087,806,-0.064454198
807,-0.002765536,807,-0.237425566,807,-0.064360499
808,-0.002859592,808,-0.237050593,808,-0.064266801
809,-0.002953291,809,-0.23620677,809,-0.064079046
810,-0.003046989,810,-0.235644221,810,-0.063891649
811,-0.003140688,811,-0.23517555,811,-0.063704252
812,-0.003140688,812,-0.234331727,812,-0.063516498
813,-0.003140688,813,-0.234050453,813,-0.063422799
814,-0.003140688,814,-0.23320663,814,-0.063329101
815,-0.003140688,815,-0.232737958,815,-0.063235402
816,-0.003140688,816,-0.232362986,816,-0.063235402
817,-0.003140688,817,-0.231519163,817,-0.063141704
818,-0.003140688,818,-0.23114419,818,-0.063141704
819,-0.003140688,819,-0.230675519,819,-0.063141704
820,-0.003046989,820,-0.229925394,820,-0.063048005
821,-0.003046989,821,-0.22964412,821,-0.062953949
822,-0.003046989,822,-0.229269147,822,-0.06286025
823,-0.003046989,823,-0.228519201,823,-0.062672853
824,-0.002953291,824,-0.228144228,824,-0.062485456
825,-0.002765536,825,-0.227862954,825,-0.062297702
826,-0.002765536,826,-0.22711283,826,-0.062110305
827,-0.002765536,827,-0.226737857,827,-0.061922908
828,-0.002765536,828,-0.226550281,828,-0.061829209
829,-0.002671838,829,-0.22608161,829,-0.061735511
830,-0.002671838,830,-0.225425363,830,-0.061735511
831,-0.002578139,831,-0.225144088,831,-0.061735511
832,-0.002484441,832,-0.224956512,832,-0.061641455
833,-0.002297044,833,-0.224487841,833,-0.061641455
834,-0.002015591,834,-0.223925292,834,-0.061641455
835,-0.001921892,835,-0.223737895,835,-0.061547756
836,-0.001921892,836,-0.22355032,836,-0.061454058
837,-0.001921892,837,-0.223081648,837,-0.061360359
838,-0.001921892,838,-0.222612798,838,-0.061266661
839,-0.001921892,839,-0.222237825,839,-0.061079264
840,-0.001921892,840,-0.222144127,840,-0.060891509
841,-0.001921892,841,-0.221862853,841,-0.060797811
842,-0.001828194,842,-0.221394002,842,-0.060610414
843,-0.001828194,843,-0.220925331,843,-0.060516715
844,-0.001828194,844,-0.220737755,844,-0.060422659
845,-0.001734495,845,-0.220644057,845,-0.060235262
846,-0.001828194,846,-0.220456481,846,-0.060235262
847,-0.001734495,847,-0.220081508,847,-0.060235262
848,-0.001734495,848,-0.219612837,848,-0.060141563
849,-0.001734495,849,-0.219331563,849,-0.060141563
850,-0.001734495,850,-0.219143987,850,-0.060141563
851,-0.115173697,851,-0.323208153,851,-0.18801856
852,-0.115361094,852,-0.322739303,852,-0.187643588
853,-0.115454972,853,-0.321614385,853,-0.187456012
854,-0.11554867,854,-0.32030189,854,-0.186612189
855,-0.115454972,855,-0.319083095,855,-0.186237216
856,-0.115361094,856,-0.3177706,856,-0.185955942
857,-0.115173697,857,-0.316551805,857,-0.185112298
858,-0.114892423,858,-0.315145433,858,-0.184737146
859,-0.11451745,859,-0.31373924,859,-0.18445605
860,-0.114329875,860,-0.312332869,860,-0.183705926
861,-0.114142478,861,-0.311114073,861,-0.183237255
862,-0.113954902,862,-0.310082853,862,-0.183143377
863,-0.113579929,863,-0.308957934,863,-0.182581007
864,-0.113111079,864,-0.30764544,864,-0.181830883
865,-0.112829804,865,-0.306332767,865,-0.181643486
866,-0.112642407,866,-0.305301547,866,-0.18145591
867,-0.112454832,867,-0.304457724,867,-0.180893362
868,-0.11198616,868,-0.303239107,868,-0.180330992
869,-0.11151731,869,-0.30211401,869,-0.180143416
870,-0.111329913,870,-0.301364064,870,-0.180049717
871,-0.111142337,871,-0.300238967,871,-0.179487169
872,-0.110954762,872,-0.299114048,872,-0.17892462
873,-0.110673666,873,-0.298457801,873,-0.178737223
874,-0.110298514,874,-0.297239006,874,-0.178643346
875,-0.110017419,875,-0.296488881,875,-0.178268373
876,-0.109736145,876,-0.295645237,876,-0.177705824
877,-0.109642267,877,-0.294613838,877,-0.177330852
878,-0.10945487,878,-0.293957591,878,-0.177143276
879,-0.109173596,879,-0.292832673,879,-0.177049577
880,-0.108798623,880,-0.2924577,880,-0.176768303
881,-0.108517349,881,-0.291332603,881,-0.176205933
882,-0.108329773,882,-0.290863931,882,-0.175830781
883,-0.108236074,883,-0.289832532,883,-0.175737083
884,-0.108142376,884,-0.289363861,884,-0.175643384
885,-0.108048499,885,-0.288332641,885,-0.175455809
886,-0.1079548,886,-0.287863791,886,-0.174987137
887,-0.107767224,887,-0.28692627,887,-0.174518287
888,-0.107673526,888,-0.286457598,888,-0.174237013
889,-0.107486129,889,-0.285520077,889,-0.174143314
890,-0.107392251,890,-0.285144925,890,-0.174143314
891,-0.107298553,891,-0.284301281,891,-0.173955739
892,-0.107204854,892,-0.283738732,892,-0.173487067
893,-0.107110977,893,-0.283176184,893,-0.173018217
894,-0.107017279,894,-0.28233254,894,-0.17283082
895,-0.10692358,895,-0.282051265,895,-0.172737122
896,-0.106829703,896,-0.281113744,896,-0.172643244
897,-0.106829703,897,-0.280644894,897,-0.172549546
898,-0.10692358,898,-0.280176222,898,-0.17236197
899,-0.10692358,899,-0.279332399,899,-0.171986997
900,-0.10692358,900,-0.279051125,900,-0.171518326
901,-0.10692358,901,-0.167018294,901,-0.052547693
902,0.008765817,902,-0.167674541,902,-0.051797748
903,0.008672118,903,-0.168143213,903,-0.051328897
904,0.00810957,904,-0.168330789,904,-0.051235199
905,0.007547021,905,-0.168987036,905,-0.051235199
906,0.007359624,906,-0.169549584,906,-0.051235199
907,0.007171869,907,-0.16983068,907,-0.051235199
908,0.006984472,908,-0.170580804,908,-0.051235199
909,0.006703377,909,-0.171143353,909,-0.051235199
910,0.006421924,910,-0.17133075,910,-0.051235199
911,0.006234527,911,-0.171986997,911,-0.051235199
912,0.006140828,912,-0.172549546,912,-0.051328897
913,0.006046772,913,-0.172737122,913,-0.051328897
914,0.005953074,914,-0.173018217,914,-0.051328897
915,0.005859375,915,-0.173768342,915,-0.051422596
916,0.005859375,916,-0.174143314,916,-0.051422596
917,0.005765676,917,-0.17433089,917,-0.051516294
918,0.005765676,918,-0.17489326,918,-0.051610351
919,0.005671978,919,-0.17536211,919,-0.051704049
920,0.005578279,920,-0.175643384,920,-0.051797748
921,0.005578279,921,-0.175830781,921,-0.051891446
922,0.005390525,922,-0.176299632,922,-0.051985145
923,0.005390525,923,-0.176955879,923,-0.052078843
924,0.005203128,924,-0.177143276,924,-0.052172542
925,0.005109429,925,-0.177330852,925,-0.052266598
926,0.005015731,926,-0.177705824,926,-0.052266598
927,0.004922032,927,-0.178268373,927,-0.052360296
928,0.004828334,928,-0.178549647,928,-0.052453995
929,0.004640579,929,-0.178737223,929,-0.052453995
930,0.004640579,930,-0.17892462,930,-0.052547693
931,0.004546881,931,-0.179299593,931,-0.052547693
932,0.004453182,932,-0.179674566,932,-0.052547693
933,0.004453182,933,-0.180049717,933,-0.052547693
934,0.004453182,934,-0.180143416,934,-0.052641392
935,0.004359484,935,-0.180237114,935,-0.052641392
936,0.004359484,936,-0.18042469,936,-0.052641392
937,0.004359484,937,-0.180893362,937,-0.052641392
938,0.004265785,938,-0.181268513,938,-0.052641392
939,0.004265785,939,-0.18145591,939,-0.052641392
940,0.004265785,940,-0.181643486,940,-0.052641392
941,0.004172087,941,-0.181737185,941,-0.052641392
942,0.004172087,942,-0.18192476,942,-0.052641392
943,0.004078031,943,-0.182205856,943,-0.052641392
944,0.004078031,944,-0.182581007,944,-0.052641392
945,0.003984332,945,-0.182862282,945,-0.052641392
946,0.003984332,946,-0.183049679,946,-0.052641392
947,0.003984332,947,-0.183143377,947,-0.052641392
948,0.003890634,948,-0.183237255,948,-0.052641392
949,0.003796935,949,-0.183424652,949,-0.052641392
950,0.003796935,950,-0.183705926,950,-0.052641392
951,0.003703237,951,-0.045234919,951,0.097642064
952,0.145549178,952,-0.046172619,952,0.097829461
953,0.14545548,953,-0.047204018,953,0.097923517
954,0.145549178,954,-0.04861021,954,0.098017216
955,0.145549178,955,-0.050016403,955,0.098110914
956,0.145549178,956,-0.051422596,956,0.098204613
957,0.145642877,957,-0.052922845,957,0.098298311
958,0.145736575,958,-0.054329038,958,0.09839201
959,0.145642877,959,-0.05573523,959,0.09839201
960,0.14545548,960,-0.057235122,960,0.09839201
961,0.145361423,961,-0.058641672,961,0.09839201
962,0.145267725,962,-0.060141563,962,0.098485708
963,0.145174026,963,-0.061454058,963,0.098485708
964,0.144986629,964,-0.062672853,964,0.098485708
965,0.144799232,965,-0.063797951,965,0.098485708
966,0.144705176,966,-0.064828992,966,0.098485708
967,0.144517779,967,-0.066235542,967,0.098485708
968,0.144424081,968,-0.067548037,968,0.098485708
969,0.144330382,969,-0.068766832,969,0.098485708
970,0.144236684,970,-0.069797873,970,0.098579764
971,0.144142628,971,-0.070829272,971,0.098579764
972,0.144048929,972,-0.072141767,972,0.098579764
973,0.143955231,973,-0.073360562,973,0.098579764
974,0.143861532,974,-0.074204206,974,0.098485708
975,0.143767834,975,-0.075235605,975,0.098579764
976,0.143767834,976,-0.0765481,976,0.098579764
977,0.143674135,977,-0.077391922,977,0.098579764
978,0.143486381,978,-0.078329265,978,0.098485708
979,0.143298984,979,-0.079548061,979,0.098579764
980,0.143111587,980,-0.080391884,980,0.098579764
981,0.14292419,981,-0.081329405,981,0.098579764
982,0.142736435,982,-0.082454324,982,0.098579764
983,0.142549038,983,-0.083204448,983,0.098579764
984,0.142455339,984,-0.08414197,984,0.098579764
985,0.142361641,985,-0.08517319,985,0.098579764
986,0.142361641,986,-0.085829437,986,0.098579764
987,0.142267942,987,-0.086954534,987,0.098579764
988,0.142267942,988,-0.087610781,988,0.098579764
989,0.142267942,989,-0.088642001,989,0.098579764
990,0.142173886,990,-0.089391947,990,0.098579764
991,0.142080188,991,-0.09023577,991,0.098579764
992,0.141986489,992,-0.09126699,992,0.098579764
993,0.141892791,993,-0.091829538,993,0.098579764
994,0.141892791,994,-0.092860758,994,0.098579764
995,0.141799092,995,-0.093329608,995,0.098673463
996,0.141799092,996,-0.094360828,996,0.098579764
997,0.141705394,997,-0.094923377,997,0.098673463
998,0.141705394,998,-0.095954597,998,0.098673463
999,0.141611338,999,-0.096517146,999,0.098673463
1000,0.141517639,1000,-0.097548366,1000,0.098673463
